,director,films_count,popularity
858,Jeannot Szwarc,2,12.785029999999999
1043,Joseph Zito,2,9.102739
643,Gaspar Noé,2,26.437824
319,Christopher Cain,2,6.5730865000000005
323,Christopher McQuarrie,2,85.69531800000001
326,Christopher Smith,2,19.197955
1883,Susanna White,2,17.191507
331,Clare Kilner,2,6.6969405
334,Clark Johnson,2,24.70253
1879,Stuart Gordon,2,5.7559355
1878,Stuart Gillard,2,6.5324565
1876,Stuart Baird,2,19.418604000000002
343,Colin Strause,2,32.825061
344,Colin Trevorrow,2,111.7791985
1871,Steven Zaillian,2,8.957772
350,Costa-Gavras,2,4.622268500000001
1868,Steven Shainberg,2,11.732770000000002
352,Courtney Solomon,2,11.9784155
353,Craig Brewer,2,8.912318500000001
1887,Sylvain White,2,15.912733999999999
1888,Sylvester Stallone,2,54.01295899999999
357,Craig Moss,2,3.6827155
1893,Takashi Shimizu,2,24.801192999999998
1913,Terry Zwigoff,2,20.3308355
281,Charles Stone III,2,3.7999125000000005
284,Charlie Kaufman,2,16.892761
1907,Teddy Chan,2,7.386374500000001
1906,Ted Post,2,18.0751195
292,Chris Kentis,2,13.6390885
293,Chris Koch,2,6.780562
294,Chris Miller,2,31.832627
297,Chris Noonan,2,21.376441
1901,Tate Taylor,2,27.627886500000002
306,Chris Williams,2,120.1091365
307,Christian Alvart,2,26.1357495
1897,Tamra Davis,2,7.298904
1896,Tamara Jenkins,2,5.986093500000001
310,Christian Duguay,2,5.372078
356,Craig Mazin,2,14.072050999999998
358,Craig R. Baxley,2,5.2478929999999995
1780,Sean McNamara,2,15.070886
1824,Stanley Kramer,2,13.950765
1812,Simon Curtis,2,21.105503499999998
444,David Leland,2,4.019507
447,David Mamet,2,4.091165
448,David McNally,2,18.545337
457,David Raynr,2,4.13009
1800,Sheldon Lettich,2,7.9479425
459,David S. Goyer,2,32.724419499999996
461,David Schwimmer,2,18.068047
1792,Shane Black,2,55.186059
1789,Seth Rogen,2,56.192548000000016
480,Deborah Kaplan,2,8.8774765
482,Deepa Mehta,2,2.0171289999999997
1783,Sergei Bodrov,2,36.8866795
491,Denzel Washington,2,12.095296000000001
1781,Sean Penn,2,28.070207
434,David Hackl,2,21.508496
1828,Stefan Ruzowitzky,2,7.608174
1865,Steven Quale,2,29.561017999999997
411,Dave Green,2,28.622558999999995
363,Cédric Klapisch,2,7.2224945
368,Daisy von Scherler Mayer,2,2.921671
1857,Steve McQueen,2,68.305663
1856,Steve Martino,2,49.768983000000006
1855,Steve James,2,8.952833
1850,Steve Boyum,2,3.0332455
1848,Steve Beck,2,24.058885500000002
1842,Stephen Norrington,2,45.6260835
388,Daniel Barnz,2,13.2101565
390,Daniel Lee,2,6.8480195
1837,Stephen Gaghan,2,10.379985
398,Danny Cannon,2,18.6674085
400,Danny Leiner,2,21.915219
401,Danny Pang,2,8.1984875
1831,Stephan Elliott,2,6.345257
274,Charles Ferguson,2,9.274526000000002
1918,Thomas Bezucha,2,15.713989999999999
265,Carroll Ballard,2,8.077482
2037,Werner Herzog,2,17.209254
2034,Wayne Kramer,2,14.644000000000002
2027,Walter Lang,2,1.5642775
98,Angela Robinson,2,9.2238455
104,Anne Fontaine,2,13.608405
2011,Victor Nunez,2,0.76408
2008,Vicky Jenson,2,27.270219
2007,Vic Sarin,2,7.115505000000001
124,Ariel Vromen,2,23.692857500000002
2003,Vadim Perelman,2,10.915434
2000,Uli Edel,2,6.046115500000001
138,Barbet Schroeder,2,11.538016499999998
1992,Troy Duffy,2,24.217232000000003
142,Barry Cook,2,14.962418
147,Bart Freundlich,2,4.8736795
151,Ben Affleck,2,43.114459
76,Andrew Dominik,2,30.0730615
73,Andrew Bergman,2,6.0872295
263,Carol Reed,2,4.842675999999999
70,Andrei Konchalovsky,2,13.190508000000005
2079,Zal Batmanglij,2,11.3835695
2075,Zach Braff,2,22.799615000000003
17,Akira Kurosawa,2,21.3438005
19,Akiva Schaffer,2,22.852734
23,Alan J. Pakula,2,16.6368525
2069,Yash Chopra,2,4.811196499999999
2068,Xavier Gens,2,27.275933499999997
30,Alan Taylor,2,148.935995
37,Alejandro Monteverde,2,7.0234250000000005
2056,William Malone,2,10.21075
2055,William Kaufman,2,4.3265685000000005
2051,William Dear,2,0.5132015
60,Allison Anders,2,11.6258265
2041,Whit Stillman,2,2.382652
2039,Wes Ball,2,122.488529
152,Ben Falcone,2,21.1063265
1985,Tony Richardson,2,2.529789
157,Ben Stassen,2,14.3363875
1980,Tony Goldwyn,2,7.1360790000000005
1956,Tom Hanks,2,17.620423
218,Brett Leonard,2,7.713309
1947,Todd Solondz,2,6.93321
224,Brian Gibson,2,5.9293315
229,Brian Koppelman,2,7.80547
1943,Todd Graff,2,6.735155499999999
234,Brian Trenchard-Smith,2,2.377229
1942,Todd Field,2,9.46125
243,Bruce McCulloch,2,5.6840955
1934,Tim Robbins,2,10.3832405
1932,Tim McCanlies,2,7.6941429999999995
1931,Tim Johnson,2,41.144264
253,Callie Khouri,2,6.212035
255,Camille Delamarre,2,25.2618455
1924,Ti West,2,11.507646000000001
1957,Tom Holland,2,17.733902
202,Bong Joon-ho,2,45.946979
1960,Tom McCarthy,2,26.5410665
178,Bille August,2,8.8384175
165,Bennett Miller,2,31.807641500000003
1975,Tommy Wirkola,2,32.116797999999996
169,Bernardo Bertolucci,2,14.8091615
1974,Tommy O'Haver,2,17.1540245
1972,Tommy Lee Jones,2,16.377656
176,Bill Paxton,2,11.771235499999998
180,Billy Bob Thornton,2,11.1649675
197,Bob Saget,2,5.5150500000000005
1969,Tom Vaughan,2,22.293916
182,Billy Ray,2,10.6424035
186,Blake Edwards,2,3.6438245
193,Bob Fosse,2,2.934275
195,Bob Odenkirk,2,6.4552815
196,Bob Rafelson,2,4.147909500000001
493,Derek Cianfrance,2,31.13837
1289,Mathieu Kassovitz,2,27.435901
618,Fred Wolf,2,15.399689500000001
641,Gary Trousdale,2,49.138265000000004
1733,Rupert Wyatt,2,80.5278105
1713,Roland Joffé,2,4.9306075
559,Eric Bross,2,1.5934385
1679,Robert Harmon,2,8.1167765
558,Eric Brevig,2,32.139058999999996
589,Florian Henckel von Donnersmarck,2,38.1824275
634,Gary Goldman,2,30.004864
1738,Ryan Coogler,2,39.3703645
1739,Ryan Fleck,2,12.760538
1705,Roger Avary,2,8.602427
1741,Ryan Murphy,2,16.7851535
549,Elizabeth Allen Rosenbaum,2,13.3064965
1703,Rodrigo García,2,6.659921000000001
1702,Rodrigo Cortés,2,27.7947015
611,François Ozon,2,9.6027415
1745,Salim Akil,2,3.59532
520,Douglas Aarniokoski,2,10.898177
620,Frederik Du Chau,2,12.058775999999998
539,Edward Burns,2,4.992464
537,Ed Harris,2,12.278964
1754,Sam Taylor-Johnson,2,50.353308
1751,Sam Miller,2,12.59886
532,Dwight H. Little,2,9.5789115
566,Eric Valette,2,8.233755
533,E. Elias Merhige,2,7.327526
571,Ernie Barbarash,2,5.965972500000001
1726,Rowdy Herrington,2,4.556826
1721,Ronald F. Maxwell,2,4.945785000000001
1774,Scott Stewart,2,29.6662655
1725,Rowan Joffe,2,25.953443
1648,Ricky Gervais,1,16.665841
1988,Travis Cluff,1,18.045782
1660,Rob McKittrick,1,10.230583
1990,Trent Cooper,1,2.184708
1395,Mike van Diem,1,0.0116969999999999
1951,Tom DiCillo,1,1.354816
1396,Mikel Rueda,1,1.233688
1952,Tom Elkins,1,11.708343
1953,Tom Ford,1,21.626288
1989,Travis Zariwny,1,5.3793190000000015
1701,Rodman Flender,1,8.583217
1699,Robin Budd,1,15.341196
1993,Troy Miller,1,15.67747
1987,Tran Anh Hung,1,8.266124000000001
1400,Miranda July,1,9.719094
1984,Tony Maylam,1,4.857028
1402,Mitchell Lichtenstein,1,7.359286
1954,Tom Gormican,1,37.821106
1983,Tony Krantz,1,6.833164
1982,Tony Kaye,1,73.56723199999998
1981,Tony Jaa,1,9.029489
1696,Robert Towne,1,3.849873
1695,Robert Stromberg,1,110.620647
1391,Mike Nawrocki,1,1.8001189999999998
1694,Robert Stevenson,1,59.961523
1376,Mike Barker,1,13.118982999999998
1377,Mike Bigelow,1,10.259461
2006,Vic Armstrong,1,33.452469
2005,Valerie Red-Horse,1,0.5787979999999999
1380,Mike Disa,1,10.694417
1662,Rob Pritts,1,3.4957580000000004
2004,Valeri Milev,1,5.346205
1693,Robert Stevenhagen,1,16.493576
2001,Ulu Grosbard,1,4.746085
1440,Nicholaus Goossen,1,9.974681
1999,Udayan Prasad,1,3.803495
1978,Tony Giglio,1,3.687574
1383,Mike Gabriel,1,47.845589
1948,Todd Strauss-Schulson,1,17.971883
1949,Tom Brady,1,3.919057
1384,Mike Hodges,1,12.343507
1997,Tyler Oliver,1,5.065752
1996,Tuck Tucker,1,5.856363
1995,Tsui Hark,1,2.706207
1387,Mike Marvin,1,10.47644
1388,Mike McCoy,1,21.958055
1994,Troy Nixey,1,14.562197
1657,Rob Hedden,1,12.904615
1656,Rob Hawk,1,1.224105
1962,Tom McLoughlin,1,11.158167
1966,Tom Seidman ,1,0.065103
1959,Tom Kalin,1,3.531877
1434,Newt Arnold,1,17.49699
1417,Nadine Labaki,1,4.554574
1418,Nae Caranfil,1,9.159265
1717,Ron Fricke,1,12.781973
1961,Tom McGrath,1,68.757242
1711,Roger Vadim,1,14.171759
1431,Neil Mcenery-West,1,2.122451
1420,Nancy Walker,1,6.5742850000000015
1646,Rick Friedberg,1,11.238522
1421,Nanette Burstein,1,13.611544
1415,Na Hong-jin,1,9.05029
1422,Nat Faxon,1,32.14444
1423,Natalie Bible',1,0.504251
1424,Nate Parker,1,9.452808
1965,Tom Schulman,1,5.016607
1964,Tom Reeve,1,4.120549
1425,Nathan Frankowski,1,6.7230570000000025
1426,Neal Brennan,1,3.352702
1963,Tom Putnam,1,0.126676
1714,Roland Suso Richter,1,3.789485
1647,Rick Rosenthal,1,11.045592999999998
1416,Nacho Vigalondo,1,19.02965
1414,Måns Mårlind,1,58.40120400000001
1955,Tom Green,1,8.710294000000001
1409,Mort Nathan,1,7.034752
1438,Nicholas Ray,1,3.321095
1403,Molly Bernstein,1,0.425195
1404,Mona Lerche,1,0.926084
1405,Mora Stephens,1,8.516229
1977,Tony Bill,1,13.155999
1976,Tony Bancroft,1,67.427755
1704,Roger Allers,1,90.457886
1407,Morgan Neville,1,5.247955999999999
1723,Ronan Chapalain,1,4.498368
1706,Roger Christian,1,7.89147
1375,Mikael Salomon,1,10.930537
1413,Márcio Garcia,1,2.680629
1436,Nicholas Jarecki,1,16.40512
1722,Ronald Neame,1,2.637355
1653,Ritesh Batra,1,14.017809
1971,Tomm Moore,1,10.621353
1411,Moustapha Akkad,1,2.864979
1652,Rita Merson,1,2.025701
1970,Tomas Alfredson,1,33.649652
1412,Myles Berkowitz,1,0.408073
1651,Risa Bramon Garcia,1,3.5611980000000005
1650,Ringo Lam,1,10.115011
1973,Tommy Lee Wallace,1,12.030456
1584,Quentin Dupieux,1,9.108949
1691,Robert Rossen,1,17.639478
1676,Robert Fontaine,1,0.039007
1310,Mel Smith,1,1.769593
1678,Robert Hall,1,1.859965
1311,Mel Stuart,1,23.981601
1312,Melville Shavelson,1,2.094151
2067,Xavier Beauvois,1,4.992475
1313,Melvin Van Peebles,1,0.132878
1314,Mennan Yapo,1,22.049787
1315,Menno Meyjes,1,5.737161
2066,Wych Kaosayananda,1,8.37378
1316,Mervyn LeRoy,1,7.973109
1317,Mic Rodgers,1,14.566664
1318,Michael Anderson,1,12.268142999999998
2062,Wolfgang Becker,1,11.086001
1672,Robert C. Cooper,1,8.591387
2061,Wilson Yip,1,19.167377
2060,William Wyler,1,8.38717
2059,William Shatner,1,19.578249
1322,Michael Chapman,1,5.484679
2058,William Sachs,1,2.141143
2057,William Phillips,1,3.753703
1680,Robert Heath,1,6.679954
1324,Michael Clancy,1,9.085482
1325,Michael Cohn,1,4.810621
1327,Michael Crichton,1,12.434688
2054,William H. Macy,1,10.619574
1328,Michael Cristofer,1,14.831402
1329,Michael Cuesta,1,21.343093
1677,Robert Greenwald,1,1.404175
2070,Yoon Je-kyoon,1,4.628525
1331,Michael D. Sellers,1,0.301884
2071,Yorgos Lanthimos,1,28.858238
1291,Matt Cimber,1,1.063615
1292,Matt Jackson,1,0.133619
1293,Matt Johnson,1,0.833937
1294,Matt Piedmont,1,5.754416
2085,Éric Tessier,1,0.205034
2084,Émile Gaudreault,1,2.080741
1296,Matt Williams,1,6.857923
1297,Matthew Bright,1,4.682881
2083,Álex de la Iglesia,1,9.318033
2082,Àlex Pastor,1,12.708963
2081,Zoran Lisinac,1,0.166655
1298,Matthew O'Callaghan,1,9.894346
1299,Matthew Robbins,1,3.258422
1675,Robert Eggers,1,50.319662
2078,Zackary Adler,1,1.7595060000000002
2076,Zach Cregger,1,9.371534
1301,Matty Rich,1,0.269661
1302,Maurice Joyce,1,1.88484
1674,Robert Duvall,1,4.227807
1303,Max Joseph,1,28.819424
1304,Max Mayer,1,8.308442
2074,Yvette Kaplan,1,10.410933
1305,Maïwenn,1,14.038703
2073,Yuefeng Song,1,5.057695
1673,Robert D. Webb,1,1.444258
1307,Meiert Avis,1,2.0095970000000003
2072,Youssef Delara,1,1.998826
2052,William Eubank,1,27.662696
1332,Michael Dinner,1,2.634119
1664,Rob Schmidt,1,33.555764
1353,Michael Pressman,1,15.505137
2028,Walter Murch,1,5.650125
1356,Michael Roemer,1,0.008453
2024,Wally Pfister,1,58.991388
1359,Michael Spierig,1,28.019226
2023,Wallace Wolodarsky,1,3.444542
1360,Michael Sucsy,1,26.780961
1361,Michael Taliferro,1,0.328498
1667,Robert Adetuyi,1,2.873796
2022,W.D. Hogan,1,1.959405
1363,Michael Wadleigh,1,3.409764
1364,Michael Winner,1,0.289433
1365,Michael Winnick,1,2.101718
2021,Vondie Curtis-Hall,1,3.809131
2020,Vladlen Barbe,1,5.33861
1666,Robby Henson,1,1.946715
2018,Vincente Minnelli,1,0.90522
1368,Michel Hazanavicius,1,29.943316
1369,Michel Leclerc,1,6.368933
2017,Vincent Ward,1,21.891078
1371,Mickey Liddell,1,8.309894
2016,Vincent Paronnaud,1,24.281951
2015,Vincent Gallo,1,3.4121620000000004
1373,Miguel Sapochnik,1,25.799697
2014,Vijay Chandar,1,0.320387
2013,Vidhu Vinod Chopra,1,4.289676
1644,Rick Bieber,1,0.215464
2009,Vicky Jewson,1,1.136568
2031,Warren P. Sonoda,1,0.909067
2032,Warren Sheppard,1,0.251828
1333,Michael Dougherty,1,31.565117
1351,Michael Patrick King,1,18.325897
1682,Robert Kenner,1,15.017162
2049,William Arntz,1,7.2883520000000015
1334,Michael Dowse,1,11.766564
2048,William A. Graham,1,9.705589
1335,Michael Gornick,1,10.729884
2047,William A. Fraker,1,11.725805
1336,Michael Haigney,1,9.18885
2046,Willard Huyck,1,11.374306
1683,Robert Lee King,1,2.855963
2044,Will Finn,1,19.625972
2043,Will Canon,1,12.564554
1339,Michael Hoffman Jr.,1,1.600171
1340,Michael J. Bassett,1,23.292761
2042,Wil Shriner,1,7.712206
1671,Robert Butler,1,4.700024
1684,Robert Lorenz,1,18.587114
1670,Robert Bennett,1,0.783842
1344,Michael Martin,1,0.593068
1686,Robert Marcarelli,1,1.288173
1346,Michael McCullers,1,11.409124
1687,Robert Moresco,1,3.942464
1347,Michael McGowan,1,1.688495
1669,Robert B. Weide,1,16.785866
2035,Wayne Thornley,1,14.182301
1688,Robert Mulligan,1,22.139842
1350,Michael Patrick Jann,1,6.736274000000001
2033,Wayne Beach,1,6.630856
1945,Todd Lincoln ,1,6.385234
1448,Nick Tomnay,1,6.507094
1442,Nick Gomez,1,3.021835
1599,Rand Ravich,1,20.697556
1761,Saul Dibb,1,18.591657
1841,Stephen Milburn Anderson,1,8.207425
1839,Stephen Hillenburg,1,27.870755
1536,Peter Cousens,1,4.389363
1537,Peter DeLuise,1,3.898737
1762,Scandar Copti,1,0.51799
1538,Peter Faiman,1,16.072466
1539,Peter Flinth,1,6.091033
1540,Peter H. Hunt,1,1.807571
1763,Scott Alexander,1,5.359381
1541,Peter Hastings,1,6.908351
1766,Scott Dow,1,1.332804
1833,Stephen Chbosky,1,43.444135
1534,Peter Chan,1,6.884467
1832,Stephen Anderson,1,19.143721
1598,Ramaa Mosley,1,10.639774
1830,Stefen Fangmeier,1,30.863434
1829,Stefan Schwartz,1,1.204941
1597,Ralph Zondag,1,26.548594
1767,Scott Foley,1,8.496364
1547,Peter Kassovitz,1,8.962245
1548,Peter Kosminsky,1,9.423866
1549,Peter Landesman,1,35.120736
1550,Peter Lepeniotis,1,18.568021
1551,Peter Lord,1,23.700759
1827,Stanton Barrett,1,2.394613
1760,Sarik Andreasyan,1,11.431434
1601,Randall Miller,1,6.174435
1552,Peter M. Cohen,1,2.144354
1521,Paweł Pawlikowski,1,13.265432
1513,Paul Michael Glaser,1,30.131498
1864,Steven E. de Souza,1,19.286099
1756,Sammo Hung,1,7.077505
1862,Steve Trenbirth,1,19.819893
1861,Steve Taylor,1,1.6116
1516,Paul Tibbitt,1,36.952268
1605,Ray Lawrence,1,8.950864
1757,Sanaa Hamri,1,10.409253
1758,Sara Sugarman,1,7.424798
1603,Randy Moore,1,1.352222
1519,Paul Weiland,1,19.574774
1854,Steve Hickner,1,29.332905
1853,Steve Carver,1,8.452666
1844,Stephen St. Leger,1,35.232278
1522,Pedro Almodóvar,1,19.747809
1851,Steve Buscemi,1,3.433625
1523,Penelope Spheeris,1,21.815122
1759,Sarah Gavron,1,0.262135
1525,Perry Andelin Blake,1,4.382761
1526,Perry Lang,1,1.734764
1849,Steve Bendelack,1,27.683874
1847,Steve Barron,1,6.718497
1529,Peter Atencio,1,18.268009
1846,Steve Antin,1,22.863516
1531,Peter Billingsley,1,26.676487
1532,Peter Care,1,2.24888
1826,Stanley Tong,1,17.318839
1596,Ralph Ziman,1,1.7173759999999998
1443,Nick Hamm,1,12.10235
1576,Philip Zlotorynski,1,0.6882199999999999
1570,Phil Morrison,1,3.613577
1571,Phil Traill,1,13.237835
1572,Phil Vischer,1,1.446172
1771,Scott Mann,1,15.079993
1772,Scott Smith,1,1.444476
1590,Rafa Lara,1,0.072085
1573,Philip G. Atwell,1,18.896239
1797,Sharon Maguire,1,35.310712
1796,Shari Springer Berman,1,2.26778
1794,Shane Dawson,1,1.186971
1793,Shane Carruth,1,23.307949
1575,Philip Saville,1,3.208172
1773,Scott Speer,1,29.775441
1801,Sherman Alexie,1,0.06104
1791,Shane Acker,1,55.806402
1588,Rachel Goldenberg,1,0.4604899999999999
1587,RZA,1,17.672021
1785,Sergey Bondarchuk,1,1.894749
1784,Sergei Bodrov Jr.,1,8.212017999999999
1586,R.J. Cutler,1,31.162838
1782,Serdar Akar,1,1.465762
1775,Scott Walker,1,28.060472
1776,Scott Waugh,1,54.81489000000001
1581,Pitof,1,32.271938
1582,Prachya Pinkaew,1,11.81832
1778,Sean Byrne,1,4.989985
1770,Scott Kalvert,1,0.7534810000000001
1802,Shim Hyung-Rae,1,4.822033
1823,Stanley Donen,1,36.556954
1809,Siddiq Barmak,1,1.447734
1553,Peter MacDonald,1,31.294717
1822,Stacy Peralta,1,3.291609
1554,Peter Medak,1,4.850402
1819,Spencer Susser,1,13.635828
1555,Peter R. Hunt,1,25.289665
1818,Soi Cheang,1,4.7262900000000005
1816,Sngmoo Lee,1,7.349497
1556,Peter Ramsey,1,61.788035
1595,Ralph Nelson,1,0.178689
1594,Ralph Fiennes,1,7.554799000000001
1810,Sidney J. Furie,1,17.062117
1558,Peter Sohn,1,51.692953
1808,Siddharth Anand,1,0.553752
1803,Shimit Amin,1,3.000435
1768,Scott Frank,1,61.309619
1560,Peter Stebbings,1,8.45342
1807,Shyam Madiraju,1,2.713171
1593,Rakeysh Omprakash Mehra,1,5.206967
1592,Raja Menon,1,2.551559
1563,Peter Yates,1,9.904881
1806,Shona Auerbach,1,3.1131900000000003
1564,Petter Næss,1,2.5263560000000003
1805,Shintaro Shimosawa,1,10.016909
1566,Phil Alden Robinson,1,22.392544
1567,Phil Claydon,1,6.632891000000001
1804,Shinji Aramaki,1,14.726338
1866,Steven R. Monroe,1,26.281839
1606,Raymond De Felitta,1,6.497285
1607,Rebecca Miller,1,3.618646
1911,Terry George,1,28.60542
1732,Rupert Wainwright,1,14.993169
1921,Thomas Lilti,1,2.651304
1467,Ole Bornedal,1,21.680424
1920,Thomas Langmann,1,20.344364
1468,Ole Christian Madsen,1,7.028946
1469,Oleg Stepchenko,1,7.182761
1917,Theodore Witcher,1,1.000178
1916,Theodore Melfi,1,43.791745
1915,Thea Sharrock,1,53.161905
1914,Thaddeus O'Sullivan,1,1.498245
1734,Russ Meyer,1,4.289003
1473,Olivier Assayas,1,1.138383
1474,Olivier Dahan,1,10.958697
1731,Rupert Sanders,1,77.178973
1735,Russell Crowe,1,22.096286
1908,Terence Davies,1,3.007816
1476,Olly Blackburn,1,3.283886
1477,Oren Moverman,1,8.432400999999999
1737,Rusty Cundieff,1,3.89204
1630,Richard J. Lewis,1,4.952735
1905,Ted Kotcheff,1,63.071046
1904,Ted Demme,1,28.350529
1629,Richard Glatzer,1,35.307577
1902,Tay Garnett,1,0.1813
1479,Orson Welles,1,8.055083999999999
1626,Richard E. Grant,1,2.356244
1466,Olatunde Osunsanmi,1,22.888173
1730,Ruggero Deodato,1,1.631993
1867,Steven Seagal,1,9.114168
1452,Niels Arden Oplev,1,29.647844
1444,Nick Hurran,1,6.246199
1727,Ruairi Robinson,1,18.764453
1643,Richard Williams,1,2.439184
1642,Richard Wallace,1,0.042442
1446,Nick Murphy ,1,25.30216
1941,Tod Williams,1,22.789649
1779,Sean Durkin,1,17.806082
1449,Nickolas Perry,1,0.340019
1939,Tina Gordon Chism,1,5.112809
1937,Timothy Woodward Jr.,1,1.105357
1936,Timothy Bjorklund,1,1.374409
1728,Ruba Nadda,1,6.783053
1640,Richard Schenkman,1,31.339015000000003
1925,Tim Blake Nelson,1,4.146751999999998
1933,Tim Miller,1,198.372395
1455,Nils Gaup,1,0.702971
1456,Nima Nourizadeh,1,49.070321
1639,Richard Rich,1,1.874783
1638,Richard Raymond,1,1.972668
1459,Noah Buschel,1,1.161034
1460,Noam Murro,1,71.51059599999998
1461,Noel Marshall,1,1.15641
1930,Tim Hunter,1,6.463806
1637,Richard Marquand,1,46.509071
1928,Tim Heidecker,1,1.75311
1927,Tim Fywell,1,13.288177
1480,P.J. Hogan,1,15.401855
1481,Pan Nalin,1,0.48088
1625,Richard Dutcher,1,0.2800829999999999
1874,Stig Bergqvist,1,4.590277
1747,Sam Fell,1,39.539045
1497,Patrick Tatopoulos,1,51.927471
1881,Stéphane Aubier,1,11.103202
1880,Stuart Hazeldine,1,20.265518
1498,Patty Jenkins,1,19.683187
1499,Paul Abascal,1,9.149089
1615,Ric Roman Waugh,1,30.556135
1877,Stuart Beattie,1,31.32473400000001
1613,René Féret,1,0.774442
1501,Paul Bartel,1,6.473667
1502,Paul Donovan,1,0.319792
1875,Stiles White,1,56.30466
1873,Stewart Raffill,1,3.810697
1899,Tara Subkoff,1,2.815228
1504,Paul Fierlinger,1,1.170257
1748,Sam Firstenberg,1,5.061107
1749,Sam Levinson,1,3.238466
1505,Paul Fox,1,1.428483
1872,Stewart Hendler,1,8.780512
1507,Paul Gross,1,2.405911
1611,Remo D'Souza,1,1.294967
1509,Paul Hunter,1,15.207070000000002
1610,Reinhard Klooss,1,8.010046
1608,Regardt van den Bergh,1,0.147886
1510,Paul King,1,39.882276
1511,Paul Mazursky,1,1.6473349999999998
1882,Susan Stroman,1,6.803965
1495,Patrick Ryan Sims,1,0.053755
1616,Rich Christiano,1,0.339757
1493,Patrick Meaney,1,0.54562
1898,Tanner Beard,1,1.002585
1740,Ryan Little,1,6.003418
1482,Panos Cosmatos,1,7.717237
1483,Paolo Sorrentino,1,32.523573
1742,Ryan Smith,1,4.596157
1485,Pascal Chaumeil,1,11.60921
1743,Ryûhei Kitamura,1,19.913961
1486,Pat Holden,1,2.805351
1895,Takeshi Kitano,1,5.327714
1894,Takashi Yamazaki,1,5.158067
1487,Pat O'Connor,1,19.372805
1621,Richard Boddington,1,2.492747
1488,Patrice Leconte,1,1.7800650000000002
1290,Matt Bettinelli-Olpin,1,14.741589
1891,Taedong Park,1,1.413934
1490,Patricia Rozema,1,6.27141
1890,Tadeo Garcia,1,0.029757
1889,Sylvio Tabet,1,1.478505
1744,S.S. Rajamouli,1,16.254032000000002
1619,Richard Ayoade,1,8.518866000000001
1491,Patrick Hughes,1,61.025639
1886,Sylvain Chomet,1,13.944645
1617,Rich Moore,1,62.341073
1746,Sally Potter,1,3.677831
1884,Susanne Bier,1,8.842869
1892,Takao Okawara,1,3.322721
0,Aaron Hann,1,6.752141
1288,Mathieu Amalric,1,2.486992
432,David Gelb,1,20.304235
428,David Evans ,1,0.616283
427,David E. Talbert,1,11.436405
426,David Duchovny,1,6.337735
424,David DeCoteau,1,0.4594
423,David Cross,1,3.638411
421,David Carson,1,14.779041
420,David Boyd,1,3.085411
417,David Atkins,1,4.148253
416,David Anspaugh,1,2.013405
415,Dave Willis,1,1.4531459999999998
414,Dave Payne,1,4.346271
413,Dave Meyers,1,0.796009
412,Dave McKean,1,7.758188
410,Darren Stein,1,4.337685
408,Darren Grant,1,3.784535
406,Darnell Martin,1,13.427427
405,Darin Scott,1,1.968679
404,Dany Boon,1,18.923181
403,Danny Steinmann,1,12.639469
402,Danny Perez,1,3.674294
396,Daniele Luchetti,1,0.738646
429,David F. Sandberg,1,48.170508
436,David Hayter,1,7.922639
394,Daniel Stamm,1,14.838985999999998
437,David Hewlett,1,2.213889
475,Dean Israelite,1,32.940597
474,Dean DeBlois,1,100.21391
473,Dax Shepard,1,16.668854
469,David Winning,1,1.893697
468,David Webb Peoples,1,6.41678
465,David Soren,1,44.765377
463,David Sington,1,3.4315900000000004
462,David Silverman,1,46.875375
460,David S. Ward,1,7.559191999999999
458,David Robert Mitchell,1,100.876794
456,David Ray,1,0.077876
454,David Oelhoffen,1,3.363973
452,David Nutter,1,9.378688
451,David Nixon,1,3.644872
450,David Moreau,1,11.135734
449,David Mirkin,1,13.932203
445,David Lowery,1,31.974359000000003
442,David Lam,1,0.542814
441,David LaChapelle,1,1.623769
439,David Kellogg,1,17.561954999999998
438,David Jacobson,1,7.433574
395,Daniel Taplitz,1,6.904734
393,Daniel Sackheim,1,9.448517
478,Deb Hagan,1,7.034617999999999
362,Cyrus Nowrasteh,1,1.884558
359,Craig Zobel,1,8.942203
355,Craig Johnson,1,15.699363
351,Courtney Hunt,1,4.805651
349,Cory Edwards,1,23.980329
348,Corey Yuen Kwai,1,12.790408
346,Conor McMahon,1,7.447713999999999
345,Collin Joseph Neal,1,0.595809
