,director,films_count,popularity
342,Colin Minihan,1,13.222268
341,Colin Higgins,1,4.189378
340,Cody Cameron,1,41.247402
339,Clive Barker,1,22.583834
337,Claudia Sainte-Luce,1,1.473405
336,Claudia Llosa,1,6.500835
335,Claude Chabrol,1,0.6279640000000001
333,Clark Gregg,1,11.637458
332,Clark Baker,1,0.322553
330,Ciaran Foy,1,26.090495
329,Chuck Sheetz,1,5.699058
327,Christopher Spencer,1,9.175762
325,Christopher Roberts,1,5.259585
322,Christopher Leitch,1,4.103764
360,Cristian Mungiu,1,9.270133
365,D.W. Griffith,1,3.232447
392,"Daniel Petrie, Jr.",1,3.230779
366,DJ Pooh,1,2.453459
391,Daniel Myrick,1,41.690578
387,Daniel Barber,1,16.829837
386,Dan Zukovic,1,0.678475
385,Dan Trachtenberg,1,53.698683
384,Dan St. Pierre,1,6.682006
383,Dan Scanlon,1,89.186492
382,Dan Rush,1,9.169411
381,Dan Reed,1,8.302951
380,Dan O'Bannon,1,14.961629
379,Dan Mazer,1,56.805781
378,Dan Ireland,1,0.409089
377,Dan Harris,1,2.85283
376,Dan Gilroy,1,89.095538
375,Dan Fogelman,1,16.318607999999998
374,Dan Cutforth,1,8.410688
373,Damon Santostefano,1,7.553773
372,Damien O'Donnell,1,3.667372
371,Damien Dante Wayans,1,7.326034
370,Damien Chazelle,1,192.528841
369,Damian Nieman,1,4.665309
367,Dagur Kári,1,2.201678
477,Dean Wright,1,5.759545
479,Deborah Anderson,1,2.557258
1287,Mateo Gil,1,5.223096
583,Fernando León de Aranoa,1,3.663108
581,Fenton Bailey,1,4.129165
580,Fede Alvarez,1,33.912116
579,Fatih Akin,1,5.461487
578,Fabián Bielinsky,1,8.589355
576,Eytan Fox,1,1.49436
575,Eugène Lourié,1,2.043661
574,Eugenio Derbez,1,9.59729
573,Etan Cohen,1,36.301202
572,Errol Morris,1,0.888986
570,Ernest R. Dickerson,1,7.710797
569,Erik White,1,9.054803
568,Erik Canuel,1,5.069095
567,Ericson Core,1,33.507289
565,Eric Styles,1,0.11615
564,Eric Nicholas,1,2.175696
563,Eric Mendelsohn,1,0.17817
562,Eric Lavaine,1,5.119593
561,Eric Lartigau,1,25.302978
557,Eric Bress,1,73.307513
556,Eric Blakeney,1,3.988432
555,Emily Young,1,4.799022
582,Fergal Reilly,1,45.720894
585,Ferzan Ozpetek,1,7.720692
553,Emilio Estevez,1,11.706309
586,Fina Torres,1,3.535789
617,Fred Walton,1,8.190888000000001
616,Fred Schepisi,1,3.603842
615,Fred Savage,1,12.601677
614,Fred Durst,1,4.030724
613,Fred Dekker,1,14.725467000000002
612,François Truffaut,1,3.654018
610,François Girard,1,6.18869
608,Frank Whaley,1,0.098351
607,Frank Sebastiano,1,1.73892
606,Frank Perry,1,3.102862
604,Frank Nissen,1,9.03154
603,Frank Miller,1,14.84856
601,Frank LaLoggia,1,1.435742
597,Frank Borzage,1,1.199451
596,Franco Zeffirelli,1,2.238646
595,Franck Khalfoun,1,19.331884
592,Francesca Gregorini,1,2.015525
591,Forest Whitaker,1,7.922716
590,Floyd Mutrux,1,0.037073
588,Floria Sigismondi,1,17.611971
587,Florent-Emilio Siri,1,23.663713
554,Emily Dell,1,0.631571
552,Emile Ardolino,1,0.068228
481,Debra Granik,1,20.834883
513,Don Siegel,1,26.356697
510,Don Mancini,1,12.653831
508,Don Bluth,1,28.670193
507,Dominique Othenin-Girard,1,8.008844
505,Dominic Burns,1,8.248149
504,Dito Montiel,1,7.701186
503,Dick Richards,1,3.829937
502,Diane Keaton,1,3.415534
501,Diane English,1,8.8321
500,Dexter Fletcher,1,29.365851
499,Dewey Nicks,1,9.371811
498,Des McAnuff,1,8.981427
497,Deryck Broom,1,0.165909
496,Derrick Borte,1,14.979375
495,Derick Martini,1,2.00163
494,Derek Yee Tung-Sing,1,5.2943190000000016
492,Deon Taylor,1,2.504156
490,Denys Arcand,1,3.03091
489,Dennis Iliadis,1,19.760383
488,Dennis Hopper,1,0.679351
487,Dennis Gansel,1,25.281197
483,Demian Lichtenstein,1,11.262655
512,Don Scardino,1,26.9385
514,Don Taylor,1,18.30961
551,Ellory Elkayem,1,17.834976
516,Doug Atchison,1,4.932893
550,Elizabeth Banks,1,71.496894
546,Eli Craig,1,19.940245
545,Elaine May,1,2.410546
544,Ekachai Uekrongtham,1,6.677925999999999
542,Edward Norton,1,8.085872
541,Edward Hall,1,0.812776
540,Edward Dmytryk,1,3.598457
536,Ed Gass-Donnelly,1,10.605752
535,Ed Decter,1,13.525704
534,E.L. Katz,1,10.826253
531,Dustin Hoffman,1,7.722021000000002
530,Duncan Tucker,1,9.773398
528,Duane Journey,1,2.503612
527,Dror Moreh,1,2.828303
526,Drew Goddard,1,73.987775
525,Drew Barrymore,1,20.05902
524,Drake Doremus,1,21.825564
523,Douglas Trumbull,1,11.095414
521,Douglas Cheek,1,4.45544
518,Doug Lefler,1,12.282911
517,Doug Block,1,0.049921
320,Christopher Erskin,1,4.623609
318,Christopher B. Landon,1,19.984477
317,Christophe Gans,1,32.927994
113,Anthony Silverston,1,6.459787
110,Anthony O'Brien,1,0.803761
108,Anthony Mann,1,4.229941999999999
107,Anthony Hickox,1,3.107149
106,Anthony Hemingway,1,12.29603
105,Anthony C. Ferrante,1,20.466433
102,Annabel Jankel,1,14.587367
101,Anna Muylaert,1,9.683622
100,Angelo Pizzo,1,3.102987
95,Andy Muschietti,1,47.455148
94,Andy García,1,3.5885290000000003
92,Andy Cadiff,1,3.362045
91,Andrés Couturier,1,0.719996
90,André Øvredal,1,12.982319
89,André Téchiné,1,2.351706
87,Andrey Zvyagintsev,1,7.744166000000001
86,Andrew Traucki,1,7.245108
85,Andrew Steggall,1,0.42583
82,Andrew Morahan,1,7.964450999999999
81,Andrew Leman,1,1.777148
80,Andrew Jarecki,1,20.086645
79,Andrew Haigh,1,1.041254
111,Anthony Powell,1,1.883947
114,Anthony Stacchi,1,30.656345
74,Andrew Currie,1,5.244518
117,Antonia Bird,1,9.164386
146,Barry W. Blaustein,1,2.778633
144,Barry Skolnick,1,8.816995
141,Barrett Esposito,1,0.999655
140,Barnaby Thompson,1,7.377586999999999
136,Babar Ahmed,1,1.088501
135,Babak Najafi,1,61.849521
134,Ayan Mukherjee,1,3.3531760000000004
133,Avi Nesher,1,0.964802
132,Ava DuVernay,1,29.023184000000004
131,Audrey Wells,1,12.309718
129,Ash Brannon,1,23.230851
128,Ash Baron-Cohen,1,0.918116
127,Asghar Farhadi,1,12.049373
126,Asger Leth,1,34.041407
125,Arjun Sablok,1,0.2851309999999999
123,Arie Posin,1,3.528643
122,Ari Sandel,1,40.28709
121,Ari Folman,1,14.08251
120,Anurag Basu,1,4.807549
119,Antony Hoffman,1,13.800656
118,Antonio Banderas,1,5.770246
77,Andrew Douglas,1,30.205943
71,Andrei Tarkovsky,1,24.132271
316,Christophe Barratier,1,20.982455
32,Albert Brooks,1,2.857936
29,Alan Smithee,1,0.666218
28,Alan Shapiro,1,4.475007
27,Alan Rudolph,1,2.695896
26,Alan Poul,1,18.38292
24,Alan Metter,1,11.946898
22,Alan Cohn,1,7.708227000000001
21,Alan Alda,1,8.067702
20,Alain Resnais,1,1.866443
18,Akiva Goldsman,1,22.736038
16,Agustín Díaz Yanes,1,6.0096440000000015
15,Agnieszka Wojtowicz-Vosloo,1,14.570359
14,Agnieszka Holland,1,5.062687
13,Adrienne Shelly,1,9.67299
10,Adam Rifkin,1,5.7003330000000005
9,Adam Rapp,1,3.643608
7,Adam Marcus,1,10.341982000000002
6,Adam Jay Epstein,1,8.148187
5,Adam Green,1,12.677016
4,Adam Carolla,1,0.8590139999999999
3,Adam Brooks,1,29.173266
2,Abel Ferrara,1,2.950618
31,Alan Yuen,1,3.376967
34,Alejandro Agresti,1,29.88736
69,Andrea Di Stefano,1,25.112567
38,Aleksandr Veledinskiy,1,1.876621
68,Andrea Arnold,1,12.68672
66,Analeine Cal y Mayor,1,0.217538
65,Amy Holden Jones,1,0.001586
63,Amat Escalante,1,3.629777
62,Amanda Gusack,1,1.348114
61,Allison Burnett,1,8.976128
59,Allen Hughes,1,29.490057
58,Allen Coulter,1,36.764666
57,Allan Dwan,1,3.851
56,Allan Arkush,1,0.5180560000000001
55,Alister Grierson,1,20.063165
54,Alison Maclean,1,5.581743
50,Alexander Witt,1,29.880122
48,Alex Zamm,1,0.587276
47,Alex Rivera,1,4.624691
46,Alex Ranarivelo,1,1.193219
43,Alex Gibney,1,0.7485649999999999
42,Alex Garland,1,95.130041
41,Alex Craig Mann,1,2.3918470000000003
40,Alex Cox,1,11.35344
39,Aleksey German,1,3.120016
149,Becky Smith,1,0.108468
150,Beeban Kidron,1,28.803802
153,Ben Garant,1,4.207456
278,Charles Robert Carner,1,1.82184
273,Charles Adelman,1,1.271621
272,Chad Kapper,1,0.249561
271,Cedric Nicolas-Troyan,1,60.467984
270,Cecil B. DeMille,1,8.988455
269,Cathy Malkasian,1,5.784661
267,Cassandra Nicolaou,1,0.2312969999999999
266,Carter Smith,1,13.715715
264,Caroline Link,1,3.481517
262,Carmen Marron,1,0.500753
261,Carlos Saura,1,0.425551
259,Carlos Carrera,1,2.179428
258,Carl Theodor Dreyer,1,3.225189
257,Carl Rinsch,1,41.796339
252,Callan Brunker,1,18.14218
251,C. Jay Cox,1,5.4249160000000005
250,Byron Howard,1,48.681969
247,Bryan Barber,1,2.711955
246,Bruno Barreto,1,0.557602
245,Bruce Paltrow,1,2.25453
244,Bruce McDonald,1,4.680206
242,Bruce Malmuth,1,7.058868
277,Charles Matthau,1,4.448353
279,Charles S. Dutton,1,2.817364
154,Ben Gluck,1,12.300789
280,Charles Shyer,1,15.219263
315,Christine Jeffs,1,19.336367000000006
314,Christian Volckman,1,9.244181
313,Christian Sesma,1,1.141463
312,Christian Robinson,1,5.422285
311,Christian E. Christiansen,1,11.807269
309,Christian Ditter,1,46.078371
308,Christian Carion,1,13.960945
303,Chris Stokes,1,1.390659
302,Chris Shadley,1,9.68793
299,Chris Renaud,1,31.482872
298,Chris Paine,1,5.323184
296,Chris Nahon,1,16.936576000000002
295,Chris Morris,1,20.544999
291,Chris Gorak,1,23.328823
290,Chris Eyre,1,2.304552
289,Chris D'Arienzo,1,1.975941
287,Chris Carter,1,25.454549
286,Chris Buck,1,165.125366
285,Chatrichalerm Yukol,1,0.843067
283,Charlie Chaplin,1,28.27648
282,Charles T. Kanganis,1,2.645722
241,Bruce MacDonald,1,4.1186120000000015
240,Bruce Hunt,1,10.756266
239,Bruce Campbell,1,7.5591
237,Bronwen Hughes,1,4.63093
188,Bo Welch,1,18.251129
187,Blaž Završnik,1,0.061248
185,Blair Hayes,1,10.131123
184,Blair Erickson,1,7.310878999999999
181,Billy Kent,1,6.759235
177,Bill Plympton,1,0.293649
175,Bill Muir,1,2.952932
174,Bill Melendez,1,8.701183
172,Bibo Bergeron,1,17.375562
170,Bernhard Wicki,1,19.524972
168,Benson Lee,1,8.237336
167,Benny Boom,1,2.747402
166,Benni Diez,1,4.270489
164,Benjamin Dickinson,1,1.50211
163,Benh Zeitlin,1,12.471239
162,Benedikt Erlingsson,1,1.617943
161,Benedek Fliegauf,1,7.453347
160,Ben Younger,1,11.233081
159,Ben Wheatley,1,12.203041
156,Ben Sharpsteen,1,46.007991
155,Ben Lewin,1,9.115486
189,Bo Zenga,1,7.410522999999999
192,Bob Dolman,1,6.015354
194,Bob Giraldi,1,1.096355
217,Brendan Malloy,1,4.12064
236,Britt Allcroft,1,1.916351
235,Brian Yuzna,1,7.502934
231,Brian Percival,1,57.84156
228,Brian Klugman,1,14.988746
227,Brian Herzlinger,1,1.929883
226,Brian Henson,1,15.085981
222,Brian Caunter,1,1.034844
221,Brian A Miller,1,21.638673
219,Brett Piper,1,0.140989
216,Brenda Chapman,1,125.114374
198,Bob Spiers,1,6.889436999999999
214,Brandon Trost,1,0.838957
213,Brandon Cronenberg,1,11.753553
212,Brandon Camp,1,13.472365
211,Bradley Parker,1,20.649145
208,Brad J. Silverman,1,2.160586
204,Boris Rodriguez,1,0.143784
203,Bonnie Hunt,1,5.771479
201,Bobcat Goldthwait,1,9.805551
200,Bobby Roth,1,0.18094
621,Fritz Lang,1,32.351527000000004
622,Frédéric Auburtin,1,6.0366839999999975
623,Fyodor Bondarchuk,1,2.785832
1096,Keith Parmer,1,2.214925
1093,Kay Pollak,1,4.321249
1092,Katt Shea,1,4.781537999999999
1090,Katja von Garnier,1,12.295216
1089,Katie Aselton,1,7.207051
1087,Katherine Dieckmann,1,10.955567
1086,Katherine Brooks,1,7.145832
1085,Kate Barker-Froyland,1,6.3492180000000005
1084,Kat Coiro,1,5.974156
1081,Karim Aïnouz,1,2.611364
1080,Kari Skogland,1,4.481897
1078,Karen Moncrieff,1,3.069605
1076,Kang Woo-Suk,1,2.60632
1075,Kang Je-gyu,1,9.572705
1074,Jérôme Salle,1,14.529496
1073,Jérôme Deschamps,1,1.684948
1072,Justin Zackham,1,18.84332
1071,Justin Tipping,1,3.4679230000000003
1070,Justin Molotnikov,1,0.108135
1068,Justin Kerrigan,1,4.859873
1066,Juraj Jakubisko,1,2.500218
1065,Jun Falkenstein,1,9.829859
1095,Keith Gordon,1,6.335881
1097,Kelly Asbury,1,41.670544
1063,Julien Temple,1,0.165367
1098,Kelly Makin,1,6.786117
1140,Kiyoshi Kurosawa,1,0.212443
1139,Kirsten Sheridan,1,29.533437
1138,Kirk Wong,1,6.425528
1136,Kirk De Micco,1,6.293216999999999
1135,Kinka Usher,1,12.948627
1133,Kimble Rendall,1,9.780588
1130,Kim Farrant,1,5.1456550000000005
1129,Kief Davidson,1,1.631274
1128,Khyentse Norbu,1,0.749699
1127,Khalil Sullins,1,2.414721
1125,Kevin Sullivan,1,8.772574
1117,Kevin King,1,3.418372
1116,Kevin Hooks,1,2.77255
1115,Kevin Hamedani,1,1.563711
1113,Kevin Donovan,1,21.549232
1111,Kevin Carraway,1,1.398981
1109,Kevin Allen,1,10.925618
1108,Kerry Conran,1,24.664776
1107,Kent Alterman,1,10.449975
1104,Kenneth Johnson,1,2.848727
1101,Ken Loach,1,6.787967
1064,Julio DePietro,1,2.631688
1055,Juan Carlos Fresnadillo,1,34.759855
967,John Maybury,1,24.240361
1019,Jonathan Jakubowicz,1,7.444189
1015,Jonathan English,1,12.31708
1013,Jonathan Dayton,1,14.793176999999998
1011,Jonas Elmer,1,13.987772
1010,Jon Wright,1,9.451228
1008,Jon Stewart,1,5.75555
1007,Jon Poll,1,9.779444
1003,Jon Kasdan,1,12.792446
1001,Jon Hess,1,1.279106
1000,Jon Gunn,1,2.470443
998,Jon Erwin,1,10.274542
997,Jon Cassar,1,11.071522
994,Johnnie To,1,8.48639
988,John Sturges,1,35.061467
986,John Stephenson,1,1.799504
985,John Stainton,1,1.7149720000000002
980,John Robert Hoffman,1,3.5603300000000004
979,John Reinhardt,1,0.186401
977,John Putch,1,4.725357
975,John Patrick Shanley,1,20.975165
973,John Ottman,1,8.885017
970,John Michael McDonagh,1,19.411141
1018,Jonathan Hensleigh,1,35.099611
1020,Jonathan Kaplan,1,7.296459
1051,Joshua Oppenheimer,1,8.887411
1021,Jonathan Kesselman,1,1.600797
1050,Joshua Michael Stern,1,5.815881
1049,Joshua Marston,1,3.027892
1048,Joshua Logan,1,7.902536
1046,Josh Schwartz,1,7.487842999999999
1044,Josh Boone,1,74.358971
1,Aaron Schneider,1,6.557643
1042,Joseph Sargent,1,12.777008
1041,Joseph Ruben,1,10.004564
1040,Joseph L. Mankiewicz,1,13.244365
1037,Joseph Green,1,2.407048
1036,Joseph Gordon-Levitt,1,33.296684
1035,Josef Rusnak,1,19.890428
1034,Jorma Taccone,1,14.038512
1033,Jorge Ramírez Suárez,1,1.771584
1032,Jorge R. Gutierrez,1,34.890999
1031,Jorge Gaggero,1,0.038706
1030,Jorge Blanco,1,23.661071
1029,Jonathan Teplitzky,1,13.916583
1028,Jonathan Silverman,1,2.964785
1027,Jonathan Parker,1,0.218736
1026,Jonathan Newman,1,8.842722
1141,Klaus Menzel,1,0.2197989999999999
1142,Kresten Vestbjerg Andersen,1,1.7766240000000002
1143,Kris Isacsson,1,3.269459
1247,Marielle Heller,1,18.224326
1244,Marcus Nispel,1,3.619167
1243,Marcus Dunstan,1,16.361743
1242,Marcos Siega,1,2.083856
1241,Marco Schnabel,1,13.218008
1238,Marc Schölermann,1,9.782433
1235,Marc Forby,1,0.717811
1234,Marc F. Adler,1,4.238482
1233,Marc Abraham,1,3.3502970000000003
1232,Mamoru Hosoda,1,3.7387
1231,Malcolm Goodwin,1,0.970351
1229,Maksim Fadeev,1,2.625594
1228,Majid Majidi,1,7.072118
1227,Maggie Greenwald,1,3.363321
1226,Maggie Carey,1,15.017068
1225,Mabrouk El Mechri,1,15.131867000000002
1224,Mabel Cheung,1,0.753362
1221,László Benedek,1,0.074005
1219,Lynn Shelton,1,12.833247
1217,Lukas Moodysson,1,7.759214999999997
1216,Luis Valdez,1,6.847099000000001
1213,Lucrecia Martel,1,0.6848810000000001
1246,Marianna Palka,1,1.948435
1249,Mark A.Z. Dippé,1,19.833664
1144,Kriv Stenders,1,5.499412
1250,Mark Brown,1,2.27213
1286,Masayuki Ochiai,1,8.864367999999997
1285,Maryam Keshavarz,1,2.34239
1283,Mary Harron,1,45.310443
1282,Martyn Pick,1,3.891186
1281,Martin Weisz,1,17.141376
1277,Martin Lawrence,1,2.088251
1276,Martin Koolhoven,1,5.013575
1273,Martha Coolidge,1,17.943945000000006
1272,Mars Callahan,1,5.90259
1271,Mark Young,1,3.158056
1269,Mark Tonderai,1,25.613197
1268,Mark Tarlov,1,5.696491
1266,Mark Sandrich,1,3.898498000000002
1265,Mark Rydell,1,7.000949
1262,Mark Piznarski,1,3.313257
1259,Mark Neveldine,1,10.475368
1258,Mark Mylod,1,19.220789
1256,Mark Illsley,1,2.079125
1254,Mark Helfrich,1,21.729434
1253,Mark Griffiths,1,1.923514
1251,Mark Christopher,1,11.880899
1212,Lucky McKee,1,8.650779
1211,Lucio Fulci,1,8.022122
1210,Lucile Hadzihalilovic,1,3.300061
1209,Luca Guadagnino,1,5.355763
1176,Leonard Farlinger,1,0.137535
1175,Leon Ichaso,1,2.580808
1174,Leon Ford,1,1.35088
1173,Lenny Abrahamson,1,66.11334000000001
1172,Lena Dunham,1,2.380332
1170,Leigh Whannell,1,45.946524
1169,Lee Unkrich,1,59.99541800000001
1164,Lawrence Kasanoff,1,5.258726
1162,Laurie Collyer,1,4.261508999999998
1161,Laurent Tirard,1,20.362025
1160,Laurent Cantet,1,13.437038
1159,Laurent Bouhnik,1,20.422246
1158,Laurence Dunmore,1,7.588597
1157,Lauren Lazin,1,1.314576
1152,Larry Blamire,1,1.680525
1151,Lance Rivera,1,0.8305959999999999
1150,Lance Mungia,1,1.892183
1149,Lance Hool,1,0.910529
1148,Kyle Rankin,1,5.20209
1147,Kyle Balda,1,198.372395
1145,Kurt Hale,1,0.920591
1178,Leos Carax,1,9.140936
1180,Leslie H. Martinson,1,9.815394
1181,Leslie Small,1,9.799357
1195,Liz Friedlander,1,8.999675
1208,Luc Jacquet,1,17.537154
1206,Lu Chuan,1,4.793348
1205,Lowell Sherman,1,0.6227520000000001
1204,Louis Morneau,1,1.537859
1202,Lori Silverbush,1,0.4932229999999999
1201,Lori Petty,1,2.948576
1200,Lorene Scafaria,1,30.863082
1198,Lluís Quílez,1,3.215465
1196,Lloyd Bacon,1,1.933366
1194,Liv Ullmann,1,5.0330650000000015
1182,Leslye Headland,1,20.95282000000001
1193,Liu Chia-Liang,1,15.046612
1192,Lisanne Pajot,1,7.6766770000000015
1191,Lisa Cholodenko,1,15.338211
1190,Lisa Azuelos,1,31.763201
1189,Lionel C. Martin,1,1.20245
1188,Linda Mendoza,1,1.118511
1186,Liliana Cavani,1,2.981047
1185,Lexi Alexander,1,17.112498000000002
1183,Levan Gabriadze,1,41.972329
968,John McNaughton,1,25.041992
965,John Maclean,1,14.936661
624,G.W. Pabst,1,1.824184
745,Huck Botko,1,3.125382
742,Howard Hawks,1,5.3448150000000005
740,Hou Hsiao-hsien,1,8.142166
739,Hitoshi Matsumoto,1,3.21392
738,Hironobu Sakaguchi,1,26.074908
737,Hideo Nakata,1,32.233713
736,Hideaki Anno,1,9.476999
735,Herbert Ross,1,25.03414
733,Henry Koster,1,4.028875
732,Henry King,1,0.4839739999999999
730,Henry Jaglom,1,0.605645
729,Henry Hobson,1,40.016306
728,Henry Hathaway,1,9.903992
727,Henry Bean,1,9.856826
726,Henry Alex Rubin,1,1.085909
725,Heidi Ewing,1,1.781462
723,Hart Bochner,1,8.738737
722,Harry Beaumont,1,0.968865
720,Harold Cronk,1,6.96858
718,Harmony Korine,1,62.554173
717,Harley Cokeliss,1,1.610132
715,Harald Reinl,1,1.296784
744,Hoyt Yeatman,1,26.710398
747,Hugh Johnson,1,3.2769120000000003
713,Hans Canosa,1,4.442355
749,Hunter Richards,1,5.350423
783,Jake Paltrow,1,12.185204
781,Jake Goldberger,1,1.4964540000000002
780,Jafar Panahi,1,1.193779
778,Jacob Aaron Estes,1,8.519202
777,Jackie Earle Haley,1,6.665164
776,Jackie Chan,1,4.065212
774,Jack Sholder,1,21.607228
773,Jack Heller,1,3.637857
772,Jack Conway,1,1.867004
771,J.S. Cardone,1,2.739307
766,J Blakeson,1,57.889964
764,Ivan Kavanagh,1,0.332679
763,Ivan Engler,1,10.142218
762,István Szabó,1,1.946634
760,Isaac Florentine,1,5.485217
756,Inna Evlannikova,1,5.753564
755,Ingmar Bergman,1,11.347855
754,Ice Cube,1,5.7698220000000005
753,Ian Sharp,1,2.074295
752,Ian Iqbal Rashid,1,1.782666
751,Ian Fitzgibbon,1,3.810943
714,Hans Petter Moland,1,1.068819
712,Hank Braxtan,1,0.687656
960,John Laing,1,3.068463
670,Gerry Lively,1,4.901936
668,Gerald Potterton,1,12.928269
667,Georgia Hilton,1,0.397323
665,George T. Miller,1,3.656491
664,George Stevens,1,3.011205
661,George Ratliff,1,3.653305000000002
659,George Nolfi,1,26.60772
654,George Cukor,1,20.786616
649,Geoff Murphy,1,13.080725
647,Gene Quintano,1,12.963328
646,Gavin Wiesen,1,12.690224
640,Gary Shore,1,64.45794699999999
639,Gary Sherman,1,11.225044
637,Gary Nelson,1,8.265317
636,Gary McKendry,1,29.50148900000001
635,Gary Halvorson,1,3.09159
632,Gary David Goldberg,1,11.120167
631,Gary Chapman,1,14.051851999999998
630,Garth Jennings,1,51.742065
628,Gareth Evans,1,40.285095
627,Gareth Edwards,1,26.406001
625,Gabe Ibáñez,1,49.808505
669,Gerard Johnstone,1,10.322858
671,Gia Coppola,1,16.570708
711,Hal Needham,1,1.110179
672,Gideon Raff,1,3.280081
710,Hal Haberman,1,1.260314
709,Gérard Krawczyk,1,18.209570000000006
708,Gábor Csupó,1,40.646102
706,Guy Maddin,1,0.552361
701,Guillaume Ivernel,1,8.884405000000003
698,Gregory Widen,1,11.818333
697,Gregory Poirier,1,7.063053
696,Gregory Nava,1,6.92592
695,Gregory Jacobs,1,29.660993
691,Greg Marcks,1,15.048067
690,Greg Harrison,1,5.742359
689,Greg Coolidge,1,9.559737
688,Grant Heslov,1,20.69219
686,Gordon Chan,1,14.653718
685,Goran Dukic,1,8.542921
684,Gonzalo López-Gallego,1,17.028252
683,Gnana Rajasekaran,1,0.416179
680,Giuseppe Tornatore,1,30.058263
679,Giuliano Montaldo,1,0.700127
677,Gillian Robespierre,1,10.12895
675,Gilles Paquet-Brenner,1,10.072199
785,Jake Scott,1,6.085879
786,Jamel Debbouze,1,5.794466000000001
787,James Algar,1,14.530945999999998
910,Joe Charbanic,1,7.339908
907,Joe Berlinger,1,3.890223
906,Jody Hill,1,10.529143
904,Joby Harold,1,18.172736
903,Joan Chen,1,8.680334
902,Joachim Rønning,1,20.27704
900,Jim Sonzero,1,9.662715
898,Jim Mickle,1,12.496261
897,Jim Jarmusch,1,18.223139
896,Jim Issa,1,0.304566
895,Jim Hanon,1,1.83428
894,Jim Goddard,1,0.138564
892,Jim Field Smith,1,16.176976
891,Jim Fall,1,11.927667
890,Jill Culton,1,26.61951
889,Jez Butterworth,1,5.831302
888,Jeta Amata,1,1.589693
887,Jessy Terrero,1,9.400404
885,Jessica Bendinger,1,9.750557
884,Jesse Vaughan,1,2.244947
880,Jerry Zaks,1,6.130231
879,Jerry Rees,1,6.86302
909,Joe Chappelle,1,9.483717
911,Joe Cornish,1,30.952377
788,James Bidgood,1,0.027811
915,Joe Pytka,1,36.125715
959,John Lafia,1,16.681567
954,John H. Lee,1,6.116436
953,John Gulager,1,8.825113
952,John Guillermin,1,4.020194
951,John Gray,1,6.250282
949,John Gatins,1,6.048743
946,John Francis Daley,1,47.753598
945,John Fortenberry,1,12.709227
942,John Duigan,1,2.636193
939,John Crowley,1,39.337949
938,John Cromwell,1,4.021389
937,John Cornell,1,15.474831
934,John Carl Buechler,1,9.070842
931,John Bonito,1,7.679336
930,John Badham,1,23.161754
928,John 'Bud' Cardos,1,2.537032
927,Johanna Schwartz,1,0.071349
926,Joey Lauren Adams,1,3.427061
922,Joel Gallen,1,23.423082
921,Joel Edgerton,1,27.247013
919,Joel Anderson,1,4.653047
877,Jerry Dugan,1,1.187764
876,Jerome Elston Scott,1,0.006323
875,Jeremy Sims,1,3.949796
873,Jeremy Leven,1,8.870614
830,Jason Bateman,1,14.105392000000002
829,Jason Alexander,1,0.431332
827,Janusz Kamiński,1,3.312385
824,Jan Pinkava,1,65.677399
823,Jamin Winans,1,5.217002
822,Jamie Travis,1,14.238376
821,Jamie Thraves,1,4.75919
817,James Whale,1,8.484123
813,James Schamus,1,5.625989
812,James Ponsoldt,1,25.722747
811,James Nunn,1,5.0005
810,James Mottern,1,1.20173
809,James Melkonian,1,1.7354619999999998
805,James Manera,1,1.731035
802,James Isaac,1,11.220643
799,James Gartner,1,8.305085
798,James Frawley,1,10.639916
796,James Fargo,1,0.633004
795,James Dodson,1,3.393648
793,James D. Stern,1,1.830306
790,James Bridges,1,2.753501
831,Jason Connery,1,5.099472
832,Jason Eisener,1,16.900433
834,Jason Miller,1,0.394575
859,Jeb Stuart,1,4.131546
871,Jennifer Flackett,1,14.353279
870,Jehane Noujaim,1,4.892203
869,Jeffrey St. Jules,1,0.973323
866,Jeff Schaffer,1,25.848003
864,Jeff Nathanson,1,6.7698
863,Jeff Lowell,1,12.067921
862,Jeff Kanew,1,3.455018
861,Jeff Crook,1,0.361554
860,Jeff Burr,1,1.220072
856,Jean-Paul Rappeneau,1,2.877488
835,Jason Moore,1,32.746486
853,Jean-Marc Barr,1,4.665026
851,Jean-Jacques Mantello,1,0.041651
849,Jean-François Richet,1,18.706504
846,Jay Oliva,1,25.891466
845,Jay Levey,1,4.070044
842,Jay Alaimo,1,1.906151
839,Jason Zada,1,19.86598900000001
838,Jason Trost,1,3.5459910000000003
837,Jason Stone,1,5.759493
2086,Étienne Faure,1,0.583446
